"filename", "language", "C++", "Markdown", "comment", "blank", "total"
"c:\Users\Jerem\projects\C-INTRO\CHP_3_C++_TEXT_BOOK\CHP_3_DRILLS.cpp", "C++", 114, 0, 20, 33, 167
"c:\Users\Jerem\projects\C-INTRO\CHP_3_C++_TEXT_BOOK\CHP_3_DRILL_README.md", "Markdown", 0, 33, 0, 14, 47
"c:\Users\Jerem\projects\C-INTRO\CHP_3_C++_TEXT_BOOK\CHP_3_NOTES.cpp", "C++", -1, 0, 1, -2, -2
"Total", "-", 113, 33, 21, 45, 212
