"filename", "language", "C++", "Markdown", "comment", "blank", "total"
"c:\Users\Jerem\projects\C-INTRO\CHP_3_C++_TEXT_BOOK\CHP_3_EXERCISES.README.md", "Markdown", 0, 2, 0, -1, 1
"c:\Users\Jerem\projects\C-INTRO\CHP_3_C++_TEXT_BOOK\CHP_3_EXERCISES.cpp", "C++", 36, 0, -2, 0, 34
"c:\Users\Jerem\projects\C-INTRO\USEFUL_LOGIC_CHUNKS.cpp", "C++", 37, 0, 6, 3, 46
"Total", "-", 73, 2, 4, 2, 81
