"filename", "language", "C++", "Markdown", "comment", "blank", "total"
"c:\Users\Jerem\projects\C-INTRO\CALCULATOR\README.md", "Markdown", 0, 8, 0, 4, 12
"c:\Users\Jerem\projects\C-INTRO\CALCULATOR\SCIENTIFIC_CALCULATOR.cpp", "C++", 50, 0, 7, 20, 77
"Total", "-", 50, 8, 7, 24, 89
